#SmartLogger ESN:1019C0145437
#INV1 ESN:HV19A0007966
#Time;Upv1;Upv2;Upv3;Upv4;Ipv1;Ipv2;Ipv3;Ipv4;Uac1;Uac2;Uac3;Iac1;Iac2;Iac3;Status;Error;Temp;cos;fac;Pac;Qac;Eac;E-Day;E-Total;Cycle Time
09-04-2021 20:15:00;260.2;260.2;259.6;259.6;0.00;0.00;0.00;0.00;226.5;226.5;228.0;0.000;0.000;0.000;2;0;29.1;0.000;50.03;0.000;0.000;0.00;94.53;6007.26;5;
09-04-2021 20:10:00;201.7;201.7;201.8;201.8;0.00;0.00;0.00;0.00;226.6;227.2;227.3;0.000;0.000;0.000;2;0;29.9;0.000;50.03;0.000;0.000;0.00;94.53;6007.26;5;
09-04-2021 20:05:00;443.7;443.7;444.0;444.0;0.00;0.00;0.00;0.00;227.8;227.3;228.3;0.000;0.000;0.000;2;0;32.5;0.000;50.04;0.000;0.000;0.00;94.53;6007.26;5;
09-04-2021 20:00:00;163.6;163.6;387.0;387.0;0.00;0.00;0.00;0.00;228.9;227.4;228.3;0.000;0.000;0.000;512;0;32.9;-0.998;50.02;0.000;0.000;0.00;94.53;6007.26;5;
09-04-2021 19:55:00;393.6;393.6;465.1;465.1;0.00;0.00;0.00;0.00;228.1;226.4;227.5;0.540;0.474;0.522;512;0;35.2;1.000;49.98;0.061;-0.001;0.01;94.53;6007.26;5;
09-04-2021 19:50:00;465.7;465.7;494.6;494.6;0.00;0.00;0.00;0.00;228.3;228.6;227.8;0.577;0.507;0.541;512;0;35.4;1.000;49.99;0.132;-0.002;0.01;94.52;6007.25;5;
09-04-2021 19:45:00;484.3;484.3;512.7;512.7;0.00;0.00;0.00;0.00;229.5;228.6;228.8;0.575;0.551;0.559;512;0;35.8;0.998;49.99;0.215;-0.003;0.02;94.51;6007.24;5;
09-04-2021 19:40:00;501.7;501.7;518.7;518.7;0.00;0.00;0.00;0.00;229.6;228.6;229.3;0.698;0.676;0.667;512;0;36.0;0.998;49.98;0.298;-0.006;0.03;94.49;6007.22;5;
09-04-2021 19:35:00;513.7;513.7;536.7;536.7;0.00;0.00;0.00;0.00;229.3;228.6;228.2;0.766;0.761;0.770;512;0;36.2;0.998;49.99;0.375;0.001;0.04;94.46;6007.19;5;
09-04-2021 19:30:00;519.7;519.7;552.5;552.5;0.24;0.00;0.00;0.24;227.1;228.6;228.4;0.824;0.830;0.814;512;0;36.4;0.998;49.99;0.452;-0.002;0.04;94.42;6007.15;5;
